STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
997338,99999, 20070513,   47.7,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.6,20,  20.0, 999.9,   51.1*,  45.3*, 0.00I,999.9, 000000,
997338,99999, 20070514,   65.3,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  17.2,21,  30.9, 999.9,   86.4*,  51.1*, 0.00I,999.9, 000000,
997338,99999, 20070515,   72.9,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  19.0,17,  28.9, 999.9,   87.3*,  51.4*, 0.00I,999.9, 000000,
997338,99999, 20070516,   48.1,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.9,17,  22.9, 999.9,   54.9*,  45.5*, 0.00I,999.9, 000000,
997338,99999, 20070517,   44.8,15, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  19.4,15,  25.1, 999.9,   48.2*,  42.8*, 0.00I,999.9, 000000,
997338,99999, 20070518,   53.0,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.1,21,  16.9, 999.9,   56.5*,  51.1*, 0.00I,999.9, 000000,
997338,99999, 20070519,   65.6,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.1,17,  16.9, 999.9,   77.7*,  56.7*, 0.00I,999.9, 000000,
997338,99999, 20070520,   52.4,15, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  16.5,15,  22.0, 999.9,   77.5*,  40.5*, 0.00I,999.9, 000000,
997338,99999, 20070521,   49.2,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.5,18,  19.0, 999.9,   62.2*,  41.2*, 0.00I,999.9, 000000,
997338,99999, 20070522,   65.3,15, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  14.1,15,  20.0, 999.9,   77.4*,  57.2*, 0.00I,999.9, 000000,
997338,99999, 20070523,   74.5,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  16.7,18,  28.9, 999.9,   84.4*,  64.6*, 0.00I,999.9, 000000,
997338,99999, 20070524,   77.2,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  22.7,19,  35.0, 999.9,   82.9*,  66.7*, 0.00I,999.9, 000000,
997338,99999, 20070525,   61.8,13, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  11.4,13,  27.0, 999.9,   82.6*,  51.8*, 0.00I,999.9, 000000,
997338,99999, 20070526,   51.7, 6, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.1, 6,   8.9, 999.9,   53.4*,  50.0*, 0.00I,999.9, 000000,
997338,99999, 20070527,   65.8,12, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.6,12,  16.9, 999.9,   73.4*,  62.2*, 0.00I,999.9, 000000,
997338,99999, 20070528,   58.6, 4, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.3, 4,   5.1, 999.9,   59.0*,  57.7*, 0.00I,999.9, 000000,
997338,99999, 20070529,   71.2,10, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.4,10,  18.1, 999.9,   77.7*,  59.0*, 0.00I,999.9, 000000,
997338,99999, 20070530,   73.4,16, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.5,16,  21.0, 999.9,   81.3*,  69.6*, 0.00I,999.9, 000000,
997338,99999, 20070531,   72.9,10, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  15.6,10,  22.0, 999.9,   81.1*,  68.4*, 0.00I,999.9, 000000,
997338,99999, 20070601,   66.9,16, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.4,16,  22.0, 999.9,   72.7*,  62.4*, 0.00I,999.9, 000000,
997338,99999, 20070602,   69.0,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.8,17,  19.0, 999.9,   77.2*,  65.3*, 0.00I,999.9, 000000,
997338,99999, 20070603,   69.4,16, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.1,16,  14.0, 999.9,   76.1*,  64.8*, 0.00I,999.9, 000000,
997338,99999, 20070604,   63.0,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.7,17,  21.0, 999.9,   67.1*,  59.2*, 0.00I,999.9, 000000,
997338,99999, 20070605,   56.1,14, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  14.8,14,  21.4, 999.9,   61.5*,  51.4*, 0.00I,999.9, 000000,
997338,99999, 20070606,   58.5,14, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  11.3,14,  15.9, 999.9,   67.8*,  51.3*, 0.00I,999.9, 000000,
997338,99999, 20070607,   73.0,15, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  28.0,15,  38.9, 999.9,   85.5*,  65.1*, 0.00I,999.9, 000000,
997338,99999, 20070608,   75.4, 7, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  23.0, 7,  33.0, 999.9,   83.3*,  63.1*, 0.00I,999.9, 000000,
997338,99999, 20070609,   63.3,14, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.2,14,  16.9, 999.9,   66.2*,  60.6*, 0.00I,999.9, 000000,
997338,99999, 20070610,   67.3,16, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.3,16,  15.0, 999.9,   72.3*,  61.5*, 0.00I,999.9, 000000,
997338,99999, 20070611,   67.6,16, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.4,16,  15.9, 999.9,   72.0*,  64.2*, 0.00I,999.9, 000000,
997338,99999, 20070612,   65.5,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.3,17,  15.0, 999.9,   68.2*,  64.0*, 0.00I,999.9, 000000,
997338,99999, 20070613,   65.2,13, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.1,13,  15.9, 999.9,   67.1*,  63.7*, 0.00I,999.9, 000000,
997338,99999, 20070614,   65.7,16, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.1,16,   8.9, 999.9,   67.1*,  64.9*, 0.00I,999.9, 000000,
997338,99999, 20070615,   68.6,12, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.7,12,   8.0, 999.9,   76.3*,  66.2*, 0.00I,999.9, 000000,
997338,99999, 20070616,   78.1,15, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.7,15,  11.1, 999.9,   83.8*,  72.1*, 0.00I,999.9, 000000,
997338,99999, 20070617,   73.9,15, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.2,15,  14.0, 999.9,   78.6*,  70.3*, 0.00I,999.9, 000000,
997338,99999, 20070618,   77.7,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  16.7,18,  28.9, 999.9,   84.0*,  71.4*, 0.00I,999.9, 000000,
997338,99999, 20070619,   72.9,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  17.4,17,  29.9, 999.9,   76.1*,  67.8*, 0.00I,999.9, 000000,
997338,99999, 20070620,   70.9,16, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.3,16,  18.1, 999.9,   75.6*,  66.2*, 0.00I,999.9, 000000,
997338,99999, 20070621,   73.2,14, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.3,14,  21.0, 999.9,   79.7*,  63.5*, 0.00I,999.9, 000000,
997338,99999, 20070622,   65.5,13, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  11.6,13,  18.1, 999.9,   66.7*,  64.2*, 0.00I,999.9, 000000,
997338,99999, 20070623,   64.4,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  11.7,17,  15.9, 999.9,   66.2*,  62.4*, 0.00I,999.9, 000000,
997338,99999, 20070624,   65.3,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.7,17,  16.9, 999.9,   67.3*,  64.4*, 0.00I,999.9, 000000,
997338,99999, 20070625,   68.6,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.5,19,  13.0, 999.9,   75.2*,  66.2*, 0.00I,999.9, 000000,
997338,99999, 20070626,   74.3,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.5,18,  16.9, 999.9,   79.3*,  70.2*, 0.00I,999.9, 000000,
997338,99999, 20070627,   76.2,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.0,17,  18.1, 999.9,   85.8*,  70.5*, 0.00I,999.9, 000000,
997338,99999, 20070628,   68.8,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  14.8,18,  21.0, 999.9,   75.2*,  62.6*, 0.00I,999.9, 000000,
997338,99999, 20070629,   63.1,14, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  15.4,14,  20.0, 999.9,   64.6*,  61.9*, 0.00I,999.9, 000000,
997338,99999, 20070630,   64.4,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.2,17,  12.0, 999.9,   67.1*,  63.3*, 0.00I,999.9, 000000,
997338,99999, 20070701,   65.8,16, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.1,16,  15.0, 999.9,   67.5*,  63.9*, 0.00I,999.9, 000000,
997338,99999, 20070702,   64.8,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.5,20,  20.0, 999.9,   68.0*,  63.0*, 0.00I,999.9, 000000,
997338,99999, 20070703,   69.2,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.2,19,  19.0, 999.9,   77.0*,  66.0*, 0.00I,999.9, 000000,
997338,99999, 20070704,   72.6,13, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  15.9,13,  27.0, 999.9,   78.6*,  67.3*, 0.00I,999.9, 000000,
997338,99999, 20070705,   72.1,15, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.0,15,   9.9, 999.9,   75.2*,  69.8*, 0.00I,999.9, 000000,
997338,99999, 20070707,   76.8,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.1,17,  15.0, 999.9,   85.5*,  71.4*, 0.00I,999.9, 000000,
997338,99999, 20070708,   82.9,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  19.5,20,  22.9, 999.9,   89.4*,  78.1*, 0.00I,999.9, 000000,
997338,99999, 20070709,   81.8,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  14.5,18,  30.9, 999.9,   88.5*,  70.3*, 0.00I,999.9, 000000,
997338,99999, 20070710,   75.6,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  14.6,19,  27.0, 999.9,   83.3*,  71.4*, 0.00I,999.9, 000000,
997338,99999, 20070711,   67.2,15, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  15.5,15,  21.0, 999.9,   75.4*,  62.1*, 0.00I,999.9, 000000,
997338,99999, 20070712,   70.7,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  16.8,17,  23.9, 999.9,   75.9*,  65.5*, 0.00I,999.9, 000000,
997338,99999, 20070713,   67.5,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.7,19,  15.0, 999.9,   75.6*,  63.3*, 0.00I,999.9, 000000,
997338,99999, 20070714,   71.3,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  16.5,20,  23.9, 999.9,   79.9*,  66.9*, 0.00I,999.9, 000000,
997338,99999, 20070715,   68.3,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.1,17,  18.1, 999.9,   79.9*,  65.1*, 0.00I,999.9, 000000,
997338,99999, 20070716,   73.9,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.5,17,  15.9, 999.9,   77.9*,  69.8*, 0.00I,999.9, 000000,
997338,99999, 20070717,   70.7,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.0,20,  16.9, 999.9,   72.5*,  69.6*, 0.00I,999.9, 000000,
997338,99999, 20070718,   75.7,15, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  11.9,15,  19.0, 999.9,   82.8*,  70.2*, 0.00I,999.9, 000000,
997338,99999, 20070719,   71.7,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  16.2,18,  31.9, 999.9,   82.8*,  67.5*, 0.00I,999.9, 000000,
997338,99999, 20070720,   65.0,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  16.5,17,  23.9, 999.9,   67.3*,  64.0*, 0.00I,999.9, 000000,
997338,99999, 20070721,   66.0,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.0,19,  15.0, 999.9,   66.9*,  64.6*, 0.00I,999.9, 000000,
997338,99999, 20070722,   68.2,16, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.1,16,  12.0, 999.9,   71.8*,  66.0*, 0.00I,999.9, 000000,
997338,99999, 20070723,   71.2,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.2,19,  12.0, 999.9,   73.6*,  68.9*, 0.00I,999.9, 000000,
997338,99999, 20070724,   71.3,13, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.7,13,   9.9, 999.9,   72.3*,  70.2*, 0.00I,999.9, 000000,
997338,99999, 20070725,   73.9,16, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.3,16,  15.9, 999.9,   81.1*,  71.2*, 0.00I,999.9, 000000,
997338,99999, 20070726,   73.5,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  14.7,19,  31.9, 999.9,   80.8*,  64.9*, 0.00I,999.9, 000000,
997338,99999, 20070727,   74.6,16, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.4,16,  16.9, 999.9,   78.3*,  71.1*, 0.00I,999.9, 000000,
997338,99999, 20070728,   70.0,15, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.1,15,  16.9, 999.9,   72.1*,  68.9*, 0.00I,999.9, 000000,
997338,99999, 20070729,   71.3,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.9,18,  15.9, 999.9,   72.5*,  70.2*, 0.00I,999.9, 000000,
997338,99999, 20070730,   72.3,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.1,18,   9.9, 999.9,   76.8*,  70.5*, 0.00I,999.9, 000000,
997338,99999, 20070731,   76.5,16, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.5,16,   7.0, 999.9,   79.0*,  74.1*, 0.00I,999.9, 000000,
997338,99999, 20070801,   78.6,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.5,17,  11.1, 999.9,   79.9*,  76.1*, 0.00I,999.9, 000000,
997338,99999, 20070802,   81.4,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.9,21,  16.9, 999.9,   87.6*,  77.5*, 0.00I,999.9, 000000,
997338,99999, 20070803,   77.0,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.5,20,  14.0, 999.9,   85.6*,  73.9*, 0.00I,999.9, 000000,
997338,99999, 20070804,   74.4,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.3,19,  13.0, 999.9,   75.2*,  73.6*, 0.00I,999.9, 000000,
997338,99999, 20070805,   76.2,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  16.4,19,  22.9, 999.9,   85.3*,  69.1*, 0.00I,999.9, 000000,
997338,99999, 20070806,   76.2,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.6,19,  18.1, 999.9,   83.5*,  73.9*, 0.00I,999.9, 000000,
997338,99999, 20070807,   78.3,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.9,20,  15.9, 999.9,   88.7*,  72.0*, 0.00I,999.9, 000000,
997338,99999, 20070808,   79.7,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.7,19,  16.9, 999.9,   88.3*,  72.9*, 0.00I,999.9, 000000,
997338,99999, 20070809,   75.7,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.9,20,  13.0, 999.9,   81.9*,  73.2*, 0.00I,999.9, 000000,
997338,99999, 20070810,   75.2,23, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.5,23,  12.0, 999.9,   82.6*,  73.6*, 0.00I,999.9, 000000,
997338,99999, 20070811,   76.8,13, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.2,13,  12.0, 999.9,   80.4*,  74.5*, 0.00I,999.9, 000000,
997338,99999, 20070812,   76.9,23, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.9,23,  26.0, 999.9,   82.9*,  70.5*, 0.00I,999.9, 000000,
997338,99999, 20070813,   74.1,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.1,19,  15.9, 999.9,   77.5*,  70.9*, 0.00I,999.9, 000000,
997338,99999, 20070814,   73.6,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.2,18,  34.0, 999.9,   82.4*,  66.9*, 0.00I,999.9, 000000,
997338,99999, 20070815,   76.0,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.8,20,  13.0, 999.9,   82.4*,  73.9*, 0.00I,999.9, 000000,
997338,99999, 20070816,   73.5,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  11.9,18,  22.9, 999.9,   76.3*,  71.6*, 0.00I,999.9, 000000,
997338,99999, 20070817,   70.5,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.1,20,  16.9, 999.9,   72.5*,  68.2*, 0.00I,999.9, 000000,
997338,99999, 20070818,   68.4,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  11.2,21,  21.0, 999.9,   72.5*,  64.4*, 0.00I,999.9, 000000,
997338,99999, 20070819,   65.1,22, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  16.1,22,  28.0, 999.9,   66.6*,  62.2*, 0.00I,999.9, 000000,
997338,99999, 20070820,   69.5,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.3,19,  18.1, 999.9,   73.4*,  66.6*, 0.00I,999.9, 000000,
997338,99999, 20070821,   69.9,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.6,20,  13.0, 999.9,   73.0*,  67.6*, 0.00I,999.9, 000000,
997338,99999, 20070822,   76.2,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.5,21,  31.9, 999.9,   86.4*,  69.1*, 0.00I,999.9, 000000,
997338,99999, 20070823,   74.3,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  14.7,18,  35.0, 999.9,   86.4*,  68.7*, 0.00I,999.9, 000000,
997338,99999, 20070824,   70.5,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.1,21,  27.0, 999.9,   77.0*,  66.7*, 0.00I,999.9, 000000,
997338,99999, 20070825,   70.2,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.5,19,  14.0, 999.9,   77.5*,  64.9*, 0.00I,999.9, 000000,
997338,99999, 20070826,   68.3,23, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.4,23,   8.9, 999.9,   71.4*,  65.3*, 0.00I,999.9, 000000,
997338,99999, 20070827,   68.8,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.3,21,  14.0, 999.9,   72.3*,  66.4*, 0.00I,999.9, 000000,
997338,99999, 20070828,   78.0, 4, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  15.0, 4,  22.0, 999.9,   86.4*,  71.4*, 0.00I,999.9, 000000,
997338,99999, 20070829,   74.4,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.6,17,  15.0, 999.9,   81.3*,  70.3*, 0.00I,999.9, 000000,
997338,99999, 20070830,   67.7,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  15.4,19,  18.1, 999.9,   69.6*,  66.2*, 0.00I,999.9, 000000,
997338,99999, 20070831,   67.8,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.0,18,  15.9, 999.9,   69.8*,  64.9*, 0.00I,999.9, 000000,
997338,99999, 20070901,   69.1,22, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.5,22,   9.9, 999.9,   71.4*,  67.3*, 0.00I,999.9, 000000,
997338,99999, 20070902,   70.7,17, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.6,17,  13.0, 999.9,   74.5*,  66.9*, 0.00I,999.9, 000000,
997338,99999, 20070903,   74.2,22, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.8,22,  15.0, 999.9,   78.4*,  71.1*, 0.00I,999.9, 000000,
997338,99999, 20070904,   75.8,14, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.0,14,  23.3, 999.9,   81.9*,  72.3*, 0.00I,999.9, 000000,
997338,99999, 20070905,   76.7,22, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.3,22,  17.5, 999.9,   83.8*,  72.3*, 0.00I,999.9, 000000,
997338,99999, 20070906,   77.8,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  14.5,20,  28.0, 999.9,   82.4*,  74.7*, 0.00I,999.9, 000000,
997338,99999, 20070907,   74.7,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  24.1,21,  46.6, 999.9,   81.0*,  71.1*, 0.00I,999.9, 000000,
997338,99999, 20070908,   71.1,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  11.5,20,  14.0, 999.9,   77.7*,  68.7*, 0.00I,999.9, 000000,
997338,99999, 20070909,   67.8,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  11.4,21,  15.9, 999.9,   69.8*,  65.1*, 0.00I,999.9, 000000,
997338,99999, 20070910,   66.6,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  14.1,19,  25.1, 999.9,   68.9*,  62.2*, 0.00I,999.9, 000000,
997338,99999, 20070911,   59.9,23, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  16.7,23,  26.0, 999.9,   68.2*,  52.7*, 0.00I,999.9, 000000,
997338,99999, 20070912,   56.8,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.1,19,  21.0, 999.9,   66.0*,  50.7*, 0.00I,999.9, 000000,
997338,99999, 20070913,   64.0,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.2,20,  18.1, 999.9,   76.1*,  58.8*, 0.00I,999.9, 000000,
997338,99999, 20070914,   64.2,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  16.3,20,  21.0, 999.9,   75.7*,  57.0*, 0.00I,999.9, 000000,
997338,99999, 20070915,   51.0,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  14.7,21,  26.0, 999.9,   55.8*,  46.4*, 0.00I,999.9, 000000,
997338,99999, 20070916,   57.8,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.3,21,  19.0, 999.9,   64.6*,  53.8*, 0.00I,999.9, 000000,
997338,99999, 20070917,   64.9,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  17.7,19,  21.0, 999.9,   73.2*,  59.0*, 0.00I,999.9, 000000,
997338,99999, 20070918,   71.9,22, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  18.2,22,  29.1, 999.9,   83.1*,  67.1*, 0.00I,999.9, 000000,
997338,99999, 20070919,   74.7,24, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  16.8,24,  25.1, 999.9,   80.6*,  71.2*, 0.00I,999.9, 000000,
997338,99999, 20070920,   66.6,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.8,19,   9.9, 999.9,   71.1*,  65.3*, 0.00I,999.9, 000000,
997338,99999, 20070921,   72.7,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  11.7,19,  21.0, 999.9,   84.9*,  65.8*, 0.00I,999.9, 000000,
997338,99999, 20070922,   68.7,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  14.1,21,  23.9, 999.9,   84.7*,  60.1*, 0.00I,999.9, 000000,
997338,99999, 20070923,   65.1,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.5,19,  15.0, 999.9,   69.6*,  63.3*, 0.00I,999.9, 000000,
997338,99999, 20070924,   75.2,19, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  14.4,19,  22.9, 999.9,   87.1*,  69.3*, 0.00I,999.9, 000000,
997338,99999, 20070925,   78.0,23, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  17.3,23,  22.9, 999.9,   85.5*,  69.4*, 0.00I,999.9, 000000,
997338,99999, 20070926,   62.5,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  11.3,21,  23.9, 999.9,   73.6*,  56.1*, 0.00I,999.9, 000000,
997338,99999, 20070927,   63.7,18, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.1,18,  20.0, 999.9,   73.0*,  59.0*, 0.00I,999.9, 000000,
997338,99999, 20070928,   62.6,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.1,21,  18.1, 999.9,   72.0*,  59.7*, 0.00I,999.9, 000000,
997338,99999, 20070929,   64.8,23, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  14.4,23,  18.1, 999.9,   73.2*,  60.1*, 0.00I,999.9, 000000,
997338,99999, 20070930,   69.1,22, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  18.2,22,  26.0, 999.9,   79.9*,  61.7*, 0.00I,999.9, 000000,
997338,99999, 20071001,   67.0,21, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  18.7,21,  29.9, 999.9,   77.5*,  59.2*, 0.00I,999.9, 000000,
997338,99999, 20071002,   63.0,20, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.5,20,  20.0, 999.9,   71.2*,  58.5*, 0.00I,999.9, 000000,
997338,99999, 20071003,   66.1,23, 9999.9, 0, 9999.9, 0, 9999.9, 0, 999.9, 0,  17.2,23,  38.9, 999.9,   73.6*,  59.4*, 0.00I,999.9, 000000,
